section_id,section_text,word_id,concept(sub),relation,obj,question,answer
11,"He showed her his whistle, and blew into one end, and all the hares
darted away across the hills in all directions, and then he blew into
the other, and they came trotting up from all sides, and once more stood
in rank and file. ""That is a wonderful whistle,"" said the chamber-maid.
She would gladly give him a hundred dollars, if he cared to sell it.

""Yes, it is a splendid whistle,"" said Esben, ""and I will not sell it for
money. But if you give me a hundred dollars, and a kiss with every
dollar to boot, then I might let you have it.""

Yes, indeed, that would suit her right down to the ground; she would
gladly give him two kisses with every dollar, and feel grateful,
besides.",113,kiss,is a,way_to_communicate_affection,What is kissing a way of showing?,Kissing is a way of communicating affection.
11,"He showed her his whistle, and blew into one end, and all the hares
darted away across the hills in all directions, and then he blew into
the other, and they came trotting up from all sides, and once more stood
in rank and file. ""That is a wonderful whistle,"" said the chamber-maid.
She would gladly give him a hundred dollars, if he cared to sell it.

""Yes, it is a splendid whistle,"" said Esben, ""and I will not sell it for
money. But if you give me a hundred dollars, and a kiss with every
dollar to boot, then I might let you have it.""

Yes, indeed, that would suit her right down to the ground; she would
gladly give him two kisses with every dollar, and feel grateful,
besides.",156,grateful,causes,thank,What is a way of showing that you are grateful?,You show thanks.
12,"So she got the whistle, but when she reached the castle, the whistle
disappeared all of a sudden. Esben had wished it back again, and toward
evening he came along, driving his hares like a herd of sheep. The king
reckoned and counted and added, but all to no purpose, for not the least
little hare was missing.

When Esben was herding his hares the third day, they sent the princess
to him to get away his pipe from him. She was tickled to death, and
finally offered him two hundred dollars if he would let her have the
whistle, and would also tell her what she had to do in order to fetch it
safely home with her.",11,castle,is a,large_building,What is a castle?,A castle is a large building that is fortified and contains many defences.
12,"So she got the whistle, but when she reached the castle, the whistle
disappeared all of a sudden. Esben had wished it back again, and toward
evening he came along, driving his hares like a herd of sheep. The king
reckoned and counted and added, but all to no purpose, for not the least
little hare was missing.

When Esben was herding his hares the third day, they sent the princess
to him to get away his pipe from him. She was tickled to death, and
finally offered him two hundred dollars if he would let her have the
whistle, and would also tell her what she had to do in order to fetch it
safely home with her.",15,disappear,is the antonym of,appear,What is the opposite of disappear?,Appear.
12,"So she got the whistle, but when she reached the castle, the whistle
disappeared all of a sudden. Esben had wished it back again, and toward
evening he came along, driving his hares like a herd of sheep. The king
reckoned and counted and added, but all to no purpose, for not the least
little hare was missing.

When Esben was herding his hares the third day, they sent the princess
to him to get away his pipe from him. She was tickled to death, and
finally offered him two hundred dollars if he would let her have the
whistle, and would also tell her what she had to do in order to fetch it
safely home with her.",93,tickle,has subevent,use_fingers,How do you tickle someone?,You use your fingers to tickle someone.
13,"""Yes, it is a very valuable whistle,"" said Esben, ""and I will not sell
it,"" but at last, as a favor to her, he said he would let her have it if
she gave him two hundred dollars, and a kiss for every dollar to boot.
But if she wanted to keep it, why, she must take good care of it, for
that was her affair.

""That is a very high price for a hare-whistle,"" said the princess, and
she really shrank from kissing him, ""but since we are here in the middle
of the forest, where no one can see or hear us, I'll let it pass, for I
positively must have the whistle,"" said she. And when Esben had pocketed
the price agreed upon, she received the whistle, and held it tightly
clutched in her hand all the way home; yet when she reached the castle,
and wanted to show it, it disappeared out of her hands. On the following
day the queen herself set out, and she felt quite sure that she would
succeed in coaxing the whistle away from him.",7,valuable,is the antonym of,worthless,What is the opposite of valuable?,Worthless.
13,"""Yes, it is a very valuable whistle,"" said Esben, ""and I will not sell
it,"" but at last, as a favor to her, he said he would let her have it if
she gave him two hundred dollars, and a kiss for every dollar to boot.
But if she wanted to keep it, why, she must take good care of it, for
that was her affair.

""That is a very high price for a hare-whistle,"" said the princess, and
she really shrank from kissing him, ""but since we are here in the middle
of the forest, where no one can see or hear us, I'll let it pass, for I
positively must have the whistle,"" said she. And when Esben had pocketed
the price agreed upon, she received the whistle, and held it tightly
clutched in her hand all the way home; yet when she reached the castle,
and wanted to show it, it disappeared out of her hands. On the following
day the queen herself set out, and she felt quite sure that she would
succeed in coaxing the whistle away from him.",56,boot,is a,shoe,What is a boot?,A boot is a heavy shoe that covers part of the leg.
13,"""Yes, it is a very valuable whistle,"" said Esben, ""and I will not sell
it,"" but at last, as a favor to her, he said he would let her have it if
she gave him two hundred dollars, and a kiss for every dollar to boot.
But if she wanted to keep it, why, she must take good care of it, for
that was her affair.

""That is a very high price for a hare-whistle,"" said the princess, and
she really shrank from kissing him, ""but since we are here in the middle
of the forest, where no one can see or hear us, I'll let it pass, for I
positively must have the whistle,"" said she. And when Esben had pocketed
the price agreed upon, she received the whistle, and held it tightly
clutched in her hand all the way home; yet when she reached the castle,
and wanted to show it, it disappeared out of her hands. On the following
day the queen herself set out, and she felt quite sure that she would
succeed in coaxing the whistle away from him.",153,agree,is the antonym of,disagree,What is the opposite of agree?,Disagree.
13,"""Yes, it is a very valuable whistle,"" said Esben, ""and I will not sell
it,"" but at last, as a favor to her, he said he would let her have it if
she gave him two hundred dollars, and a kiss for every dollar to boot.
But if she wanted to keep it, why, she must take good care of it, for
that was her affair.

""That is a very high price for a hare-whistle,"" said the princess, and
she really shrank from kissing him, ""but since we are here in the middle
of the forest, where no one can see or hear us, I'll let it pass, for I
positively must have the whistle,"" said she. And when Esben had pocketed
the price agreed upon, she received the whistle, and held it tightly
clutched in her hand all the way home; yet when she reached the castle,
and wanted to show it, it disappeared out of her hands. On the following
day the queen herself set out, and she felt quite sure that she would
succeed in coaxing the whistle away from him.",212,succeed,has subevent,work_hard,How can you succeed in life?,You have to work hard to achieve your goal in life.
14,"She was stingier, and only offered fifty dollars; but she had to raise
her bid until she reached three hundred. Esben said it was a magnificent
whistle, and that the price was a beggarly one; but seeing that she
was the queen, he would let it pass. She was to pay him three hundred
dollars, and for every dollar she was to give him a buss to boot, then
she should have the whistle. And he was paid in full as agreed, since as
regards the busses the queen was not so stingy.

When she had the whistle in her hands, she tied it fast, and hid it
well, but she fared not a whit better than either of the others. When
she wanted to show the whistle it was gone, and in the evening Esben
came home, driving his hares as though they were a well-trained flock of
sheep.",6,offer,has context of,auction,What usually happens in an auction?,Someone offers money to see if they win something.
14,"She was stingier, and only offered fifty dollars; but she had to raise
her bid until she reached three hundred. Esben said it was a magnificent
whistle, and that the price was a beggarly one; but seeing that she
was the queen, he would let it pass. She was to pay him three hundred
dollars, and for every dollar she was to give him a buss to boot, then
she should have the whistle. And he was paid in full as agreed, since as
regards the busses the queen was not so stingy.

When she had the whistle in her hands, she tied it fast, and hid it
well, but she fared not a whit better than either of the others. When
she wanted to show the whistle it was gone, and in the evening Esben
came home, driving his hares as though they were a well-trained flock of
sheep.",14,raise,causes,rise,What can a raise bid cause?,A rise in money to bid.
14,"She was stingier, and only offered fifty dollars; but she had to raise
her bid until she reached three hundred. Esben said it was a magnificent
whistle, and that the price was a beggarly one; but seeing that she
was the queen, he would let it pass. She was to pay him three hundred
dollars, and for every dollar she was to give him a buss to boot, then
she should have the whistle. And he was paid in full as agreed, since as
regards the busses the queen was not so stingy.

When she had the whistle in her hands, she tied it fast, and hid it
well, but she fared not a whit better than either of the others. When
she wanted to show the whistle it was gone, and in the evening Esben
came home, driving his hares as though they were a well-trained flock of
sheep.",167,sheep,is a,farm_animals,Why do we keep sheep on a farm?,We keep sheep for shearing.
15,"""You are stupid women!"" said the king. ""I suppose I will have to go to
him myself if we really are to obtain this trumpery whistle. There seems
to be nothing else left to do!"" And the following day, when Esben was
once more herding his hares, the king followed him, and found him at the
same place where the women had bargained with him.

They soon became good friends, and Esben showed him the whistle, and
blew into one end and the other, and the king thought the whistle very
pretty, and finally insisted on buying it, even though it cost him a
thousand dollars.",27,obtain,has subevent,get,What does it mean to obtain?,To obtain means to get hold of.
15,"""You are stupid women!"" said the king. ""I suppose I will have to go to
him myself if we really are to obtain this trumpery whistle. There seems
to be nothing else left to do!"" And the following day, when Esben was
once more herding his hares, the king followed him, and found him at the
same place where the women had bargained with him.

They soon became good friends, and Esben showed him the whistle, and
blew into one end and the other, and the king thought the whistle very
pretty, and finally insisted on buying it, even though it cost him a
thousand dollars.",73,bargain,is a,agreement,What is a bargain considered?,It is an agreement between two parties concerning the sale of property.
15,"""You are stupid women!"" said the king. ""I suppose I will have to go to
him myself if we really are to obtain this trumpery whistle. There seems
to be nothing else left to do!"" And the following day, when Esben was
once more herding his hares, the king followed him, and found him at the
same place where the women had bargained with him.

They soon became good friends, and Esben showed him the whistle, and
blew into one end and the other, and the king thought the whistle very
pretty, and finally insisted on buying it, even though it cost him a
thousand dollars.",106,pretty,is a,female_animal,How can you describe an attractive women?,She is pretty.
16,"""Yes, it is a magnificent whistle,"" said Esben, ""and I would not sell it
for money. But do you see that white mare over yonder?"" said he, and
pointed into the forest.

""Yes, she belongs to me, that is my Snow Witch!"" cried the king, for he
knew her very well.

""Well, if you will give me a thousand dollars, and kiss the white mare
that is grazing on the moor by the big pine, to boot, then you can have
my whistle!"" said Esben.

""Is that the only price at which you will sell?"" asked the king.

""Yes,"" said Esben.

""But at least may I not put a silken handkerchief between?"" asked the
king.",1,yes,is a,affirmative,What is yes considered?,An affirmative statement.
16,"""Yes, it is a magnificent whistle,"" said Esben, ""and I would not sell it
for money. But do you see that white mare over yonder?"" said he, and
pointed into the forest.

""Yes, she belongs to me, that is my Snow Witch!"" cried the king, for he
knew her very well.

""Well, if you will give me a thousand dollars, and kiss the white mare
that is grazing on the moor by the big pine, to boot, then you can have
my whistle!"" said Esben.

""Is that the only price at which you will sell?"" asked the king.

""Yes,"" said Esben.

""But at least may I not put a silken handkerchief between?"" asked the
king.",58,cry,has subevent,shed_tears,What happens when you cry?,You start shedding tears.
16,"""Yes, it is a magnificent whistle,"" said Esben, ""and I would not sell it
for money. But do you see that white mare over yonder?"" said he, and
pointed into the forest.

""Yes, she belongs to me, that is my Snow Witch!"" cried the king, for he
knew her very well.

""Well, if you will give me a thousand dollars, and kiss the white mare
that is grazing on the moor by the big pine, to boot, then you can have
my whistle!"" said Esben.

""Is that the only price at which you will sell?"" asked the king.

""Yes,"" said Esben.

""But at least may I not put a silken handkerchief between?"" asked the
king.",145,handkerchief,is a,piece_of_cloth,What is a handkerchief?,A hand kerchief is a piece of cloth carried for wiping the face or hands.
17,"This was conceded him, and thus he obtained the whistle. He put it in
the purse in his pocket, and carefully buttoned up the pocket. Yet when
he reached the castle, and wanted to take it out, he was in the same
case as the women, for he no longer had the whistle. And in the evening
Esben came home with his herd of hares, and not the least little hare
was missing.

The king was angry, and furious because he had made a fool of them all,
and had swindled the king's self out of the whistle into the bargain,
and now he wanted to do away with Esben. The queen was of the same
opinion, and said it was best to behead such a knave when he was caught
in the act.",2,concede,has subevent,surrender,What happens when you concede something?,You surrender something.
17,"This was conceded him, and thus he obtained the whistle. He put it in
the purse in his pocket, and carefully buttoned up the pocket. Yet when
he reached the castle, and wanted to take it out, he was in the same
case as the women, for he no longer had the whistle. And in the evening
Esben came home with his herd of hares, and not the least little hare
was missing.

The king was angry, and furious because he had made a fool of them all,
and had swindled the king's self out of the whistle into the bargain,
and now he wanted to do away with Esben. The queen was of the same
opinion, and said it was best to behead such a knave when he was caught
in the act.",102,swindle,is a,fraud,What does it mean to swindle?,To swindle means to fraud.
17,"This was conceded him, and thus he obtained the whistle. He put it in
the purse in his pocket, and carefully buttoned up the pocket. Yet when
he reached the castle, and wanted to take it out, he was in the same
case as the women, for he no longer had the whistle. And in the evening
Esben came home with his herd of hares, and not the least little hare
was missing.

The king was angry, and furious because he had made a fool of them all,
and had swindled the king's self out of the whistle into the bargain,
and now he wanted to do away with Esben. The queen was of the same
opinion, and said it was best to behead such a knave when he was caught
in the act.",126,queen,is a,royalty,Who is the queen?,The queen is the wife of a royalty king.
18,"Esben thought this neither fair nor just; for he had only done what he
had been asked to do, and had defended himself as best he knew how.

But the king said that this made no difference to him; yet if Esben
could manage to fill the big brewing-cauldron till it ran over, he would
spare his life.

The job would be neither long nor hard, said Esben, he thought he could
warrant that, and he began to tell about the old woman with her nose
in the tree-trunk, and in between he said, ""I must make up plenty of
stories, to fill the cauldron,""--and then he told of the whistle, and
the chamber-maid who came to him and wanted to buy the whistle for a
hundred dollars, and about all the kisses that she had had to give him
to boot, up on the hillock by the forest; and then he told about the
princess, how she had come and kissed him so sweetly for the whistle's
sake, because no one could see or hear it in the forest--""I must make up
plenty of stories, in order to fill the cauldron,"" said Esben. Then he
told of the queen, and of how stingy she had been with her money, and
how liberal with her busses--""for I must make up plenty of stories in
order to fill the cauldron,"" said Esben.",23,defend,has subevent,protect,How do you defend someone?,You try your best to protect them.
18,"Esben thought this neither fair nor just; for he had only done what he
had been asked to do, and had defended himself as best he knew how.

But the king said that this made no difference to him; yet if Esben
could manage to fill the big brewing-cauldron till it ran over, he would
spare his life.

The job would be neither long nor hard, said Esben, he thought he could
warrant that, and he began to tell about the old woman with her nose
in the tree-trunk, and in between he said, ""I must make up plenty of
stories, to fill the cauldron,""--and then he told of the whistle, and
the chamber-maid who came to him and wanted to buy the whistle for a
hundred dollars, and about all the kisses that she had had to give him
to boot, up on the hillock by the forest; and then he told about the
princess, how she had come and kissed him so sweetly for the whistle's
sake, because no one could see or hear it in the forest--""I must make up
plenty of stories, in order to fill the cauldron,"" said Esben. Then he
told of the queen, and of how stingy she had been with her money, and
how liberal with her busses--""for I must make up plenty of stories in
order to fill the cauldron,"" said Esben.",39,difference,is a,change,What can difference be referred to?,It can refer to change.
18,"Esben thought this neither fair nor just; for he had only done what he
had been asked to do, and had defended himself as best he knew how.

But the king said that this made no difference to him; yet if Esben
could manage to fill the big brewing-cauldron till it ran over, he would
spare his life.

The job would be neither long nor hard, said Esben, he thought he could
warrant that, and he began to tell about the old woman with her nose
in the tree-trunk, and in between he said, ""I must make up plenty of
stories, to fill the cauldron,""--and then he told of the whistle, and
the chamber-maid who came to him and wanted to buy the whistle for a
hundred dollars, and about all the kisses that she had had to give him
to boot, up on the hillock by the forest; and then he told about the
princess, how she had come and kissed him so sweetly for the whistle's
sake, because no one could see or hear it in the forest--""I must make up
plenty of stories, in order to fill the cauldron,"" said Esben. Then he
told of the queen, and of how stingy she had been with her money, and
how liberal with her busses--""for I must make up plenty of stories in
order to fill the cauldron,"" said Esben.",110,plenty,is a,abundance,What does it mean when something is plenty?,It means there is an abundance.
18,"Esben thought this neither fair nor just; for he had only done what he
had been asked to do, and had defended himself as best he knew how.

But the king said that this made no difference to him; yet if Esben
could manage to fill the big brewing-cauldron till it ran over, he would
spare his life.

The job would be neither long nor hard, said Esben, he thought he could
warrant that, and he began to tell about the old woman with her nose
in the tree-trunk, and in between he said, ""I must make up plenty of
stories, to fill the cauldron,""--and then he told of the whistle, and
the chamber-maid who came to him and wanted to buy the whistle for a
hundred dollars, and about all the kisses that she had had to give him
to boot, up on the hillock by the forest; and then he told about the
princess, how she had come and kissed him so sweetly for the whistle's
sake, because no one could see or hear it in the forest--""I must make up
plenty of stories, in order to fill the cauldron,"" said Esben. Then he
told of the queen, and of how stingy she had been with her money, and
how liberal with her busses--""for I must make up plenty of stories in
order to fill the cauldron,"" said Esben.",117,cauldron,is a,ancient_vessel_of_cooking,What is a cauldron?,A cauldron is an ancient bowl-shaped vessel of cooking.
19,"""But I think it must be full now!"" said the queen.

""O, not a sign of it!"" said the king.

Then Esben began to tell how the king had come to him, and about the
white mare who was grazing on the moor, ""and since he insisted on having
the whistle he had to--he had to--well, with all due respect, I have to
make up plenty of stories in order to fill the cauldron,"" said Esben.

""Stop, stop! It is full, fellow!"" cried the king. ""Can't you see that it
is running over?""

The king and the queen were of the opinion that it would be best for
Esben to receive the princess and half the kingdom; there did not seem
anything else to do.

""Yes, it was a magnificent whistle!"" said Esben.",76,respect,is a,attitude,How can you show respect to someone?,You present yourself with an attitude of consideration and high regards.
19,"""But I think it must be full now!"" said the queen.

""O, not a sign of it!"" said the king.

Then Esben began to tell how the king had come to him, and about the
white mare who was grazing on the moor, ""and since he insisted on having
the whistle he had to--he had to--well, with all due respect, I have to
make up plenty of stories in order to fill the cauldron,"" said Esben.

""Stop, stop! It is full, fellow!"" cried the king. ""Can't you see that it
is running over?""

The king and the queen were of the opinion that it would be best for
Esben to receive the princess and half the kingdom; there did not seem
anything else to do.

""Yes, it was a magnificent whistle!"" said Esben.",133,opinion,is a,belief,What is an opinion?,"An opinion is a personal belief about a topic, person, thing."
